id,period,duration,depth,steff,srad,slogg,model_snr,ra,dec,disposition,source
10676927,1.031100362,2.9759,129160.0,5666.0,0.752,4.601,178.5,296.14957,47.937832,FALSE POSITIVE,kepler
10677186,100.40132734,9.7436,53782.0,5903.0,1.1,4.353,1331.0,296.22293,47.92392,FALSE POSITIVE,kepler
10677763,120.16983803,3.19,,,,,,296.40851,47.982121,FALSE POSITIVE,kepler
10678912,113.71363032,2.45,,,,,,296.75278,47.973282,CANDIDATE,kepler
10679583,3.54789928,2.861,185.3,5399.0,0.725,4.619,13.6,296.96017,47.964771,FALSE POSITIVE,kepler
10680424,0.92623983,1.267,411.4,4494.0,0.591,4.692,9.1,297.20752,47.972099,CANDIDATE,kepler
10682541,4.99677968,2.1717,934.7,5339.0,0.847,4.552,28.2,297.80826,47.946671,CONFIRMED,kepler
10684670,3.78861833,2.808,143.4,5560.0,1.04,4.379,18.2,298.42633,47.946781,CONFIRMED,kepler
10685175,3.10197712,7.083,124.6,8709.0,1.797,4.232,63.3,298.57156,47.963951,FALSE POSITIVE,kepler
10685764,17.634272,1.387,76.7,4885.0,1.979,3.815,9.7,298.74216,47.945278,CANDIDATE,kepler
10686814,2.61846258,3.505,275.3,4266.0,0.643,4.626,18.7,299.03448,47.90485,FALSE POSITIVE,kepler
10686864,2.97041801,2.2369,530.7,5068.0,0.743,4.608,22.4,299.05127,47.94928,CONFIRMED,kepler
10686876,2.618414643,4.99923,200860.0,8143.0,2.361,3.96,3260.0,299.05673,47.909359,FALSE POSITIVE,kepler
10686909,2.61854596,4.866,19.7,5657.0,2.682,3.721,8.1,299.06802,47.920029,FALSE POSITIVE,kepler
10686930,2.61844178,3.203,45.1,5088.0,3.293,3.502,12.7,299.07559,47.92078,FALSE POSITIVE,kepler
1070.01,2.9776152,3.25697,43218.111683,5740.0,1.28,4.29219,1386.5,289.478541,-32.861327,FALSE POSITIVE,tess
10709622,51.3283527,9.357,692.3,6119.0,1.119,4.353,34.7,281.32257,48.066502,CONFIRMED,kepler
10710755,4.816610903,3.82353,80226.0,5796.0,0.904,4.472,759.1,281.9364,48.010059,FALSE POSITIVE,kepler
10711551,10.692230094,5.46939,376650.0,6022.0,0.941,4.49,2402.0,282.38327,48.042782,FALSE POSITIVE,kepler
10711913,19.407958161,6.09676,142060.0,5702.0,0.799,4.485,2506.6,282.60107,48.03669,FALSE POSITIVE,kepler
10713616,83.5781976,7.2487,630.8,6056.0,2.562,3.788,54.9,283.53296,48.094261,CONFIRMED,kepler
10714072,8.40693068,1.866,167.1,5365.0,1.533,4.02,6.8,283.78702,48.02956,CONFIRMED,kepler
10717220,21.0907909,4.751,417.6,5723.0,0.818,4.546,19.7,285.47504,48.034931,CONFIRMED,kepler
10717241,9.340538,2.57,200.8,4200.0,0.607,4.664,11.1,285.48505,48.054321,CANDIDATE,kepler
10717241,12.37646897,2.7075,1709.0,4200.0,0.607,4.664,81.2,285.48505,48.054321,CONFIRMED,kepler
10718726,3.595769013,3.1569,383.7,5762.0,1.196,4.283,45.9,286.24982,48.06094,CONFIRMED,kepler
10718726,294.055263,14.32,770.0,6108.0,1.011,4.453,21.1,286.24982,48.06094,CANDIDATE,kepler
1072.01,12.8379689,9.8464123,10539.0192794,5765.0,2.4494,4.34773,1225.0,75.627307,-72.913998,FALSE POSITIVE,tess
10722485,7.84931877,3.747,68.2,5678.0,0.99,4.365,12.6,288.2327,48.002178,CONFIRMED,kepler
10723367,12.12580644,3.289,327.5,5500.0,1.238,4.218,14.0,288.61792,48.098412,CONFIRMED,kepler
10723367,19.9865916,4.391,648.0,5500.0,1.238,4.218,21.8,288.61792,48.098412,CONFIRMED,kepler
10723750,18.79591276,7.5235,2431.4,6163.0,1.406,4.185,282.3,288.79303,48.04023,CONFIRMED,kepler
10723750,50.79034648,10.8474,5671.1,6163.0,1.406,4.185,508.8,288.79303,48.04023,CONFIRMED,kepler
10724369,55.6391882,7.316,853.0,5949.0,0.962,4.493,48.3,289.08365,48.018131,CONFIRMED,kepler
10724569,0.745086745,4.29,270.0,5325.0,0.75,4.607,61.4,289.16986,48.06678,FALSE POSITIVE,kepler
10727668,2.305903447,3.3828,23269.0,9696.0,2.492,4.033,511.7,290.43994,48.045101,FALSE POSITIVE,kepler
10728219,3.371796653,3.4421,366900.0,5615.0,0.912,4.455,560.2,290.66058,48.04615,FALSE POSITIVE,kepler
10729472,0.83442282,1.873,50.9,5838.0,0.897,4.529,8.8,291.16476,48.052429,FALSE POSITIVE,kepler
10729472,357.13089,13.04,330.5,5838.0,0.897,4.529,11.8,291.16476,48.052429,FALSE POSITIVE,kepler
1073.01,3.9228016,1.8736007,31510.9004906,4444.0,0.6983,4.438,788.0973496,287.484402,-49.664942,CONFIRMED,tess
10730034,2.633852528,2.0206,259.8,5114.0,0.878,4.463,23.3,291.3909,48.065609,CONFIRMED,kepler
10730034,6.18670882,2.909,202.6,5114.0,0.878,4.463,14.3,291.3909,48.065609,CONFIRMED,kepler
10730070,7.61758198,3.545,85.4,6202.0,1.072,4.401,13.4,291.40781,48.017891,CONFIRMED,kepler
10730250,13.667809025,2.7993,127.7,5796.0,0.807,4.556,2.6,291.47424,48.026958,FALSE POSITIVE,kepler
10730703,5.60013327,2.6508,329.2,5288.0,0.978,4.391,22.8,291.65778,48.009312,CONFIRMED,kepler
10730703,46.331703,4.514,299.9,5477.0,0.815,4.571,9.4,291.65778,48.009312,CANDIDATE,kepler
10732401,0.933747375,5.974,198.9,6224.0,1.024,4.454,35.9,292.32864,48.021519,FALSE POSITIVE,kepler
10733174,280.476576,32.24,651.2,5869.0,0.892,4.528,38.7,292.61954,48.081478,FALSE POSITIVE,kepler
10734441,247.47724314,7.6,,,,,,293.14627,48.058331,FALSE POSITIVE,kepler
10735331,213.3990406,6.5043,13930.0,6960.0,1.83,4.069,370.9,293.49066,48.095371,FALSE POSITIVE,kepler
10735519,1.814128042,3.0646,2063.6,4822.0,12.899,2.662,163.9,293.55737,48.04174,FALSE POSITIVE,kepler
10735564,1.674984844,4.92134,234580.0,8285.0,2.451,3.971,858.8,293.57437,48.007439,FALSE POSITIVE,kepler
10735575,1.6749812,2.707,94.0,3940.0,84.461,0.76,8.9,293.57895,48.00602,FALSE POSITIVE,kepler
10735988,1.927177921,2.7742,136140.0,5193.0,0.774,4.525,204.7,293.74011,48.011501,FALSE POSITIVE,kepler
10736179,1.105095798,2.624,141.7,5296.0,0.752,4.604,17.4,293.82782,48.054241,FALSE POSITIVE,kepler
10736223,1.105094098,4.38191,730500.0,8011.0,2.927,3.773,3732.8,293.84622,48.050251,FALSE POSITIVE,kepler
10736489,6.842939,2.8,,,,,,293.94763,48.065254,CONFIRMED,kepler
10737437,208.047137,3.22,287.5,5991.0,1.2,4.175,6.9,294.28503,48.059448,CANDIDATE,kepler
1074.01,13.9428705,3.7522756,1015.395543,5206.0,0.741671,4.63095,587.1759148,310.761004,-72.010267,CANDIDATE,tess
10743597,0.817026268,2.0799,1145.5,5619.0,0.874,4.536,121.1,296.38229,48.045311,FALSE POSITIVE,kepler
10743597,4.08029328,2.8343,1128.4,5619.0,0.874,4.536,43.1,296.38229,48.045311,FALSE POSITIVE,kepler
10743597,16.15811112,6.049,2319.8,5619.0,0.874,4.536,52.8,296.38229,48.045311,CANDIDATE,kepler
10743597,81.221876,4.1135,9883.0,5619.0,0.874,4.536,63.0,296.38229,48.045311,FALSE POSITIVE,kepler
10743600,0.8170226,2.974,167700.0,5780.0,1.0,4.438,240.1,296.38348,48.044006,FALSE POSITIVE,kepler
10744335,4.59726613,2.909,313.0,5999.0,0.959,4.494,17.0,296.61487,48.082642,CONFIRMED,kepler
10745365,8.9172863,4.468,196.3,6210.0,0.986,4.467,7.2,296.896,48.04726,CANDIDATE,kepler
10747162,30.561533,2.227,585.7,4294.0,0.664,4.609,6.9,297.39093,48.03928,CANDIDATE,kepler
10747439,4.593594819,2.6391,1455.2,6075.0,0.969,4.486,83.5,297.46457,48.088001,FALSE POSITIVE,kepler
10747445,4.593595496,2.7468,45034.0,5717.0,0.884,4.538,92.0,297.46594,48.089329,FALSE POSITIVE,kepler
10747501,4.7309013,2.889,228.5,5941.0,0.911,4.519,11.6,297.48297,48.022499,CANDIDATE,kepler
10748390,4.887803076,2.36255,4315.8,4778.0,0.763,4.591,862.3,297.70935,48.080853,CONFIRMED,kepler
10748393,4.887806806,2.4078,4676.0,5284.0,0.812,4.523,116.1,297.71039,48.083832,FALSE POSITIVE,kepler
10748393,386.39833,8.519,748.0,5284.0,0.812,4.523,4.9,297.71039,48.083832,FALSE POSITIVE,kepler
10748621,286.1755875,16.1025,328540.0,5904.0,0.946,4.471,765.3,297.77277,48.09811,FALSE POSITIVE,kepler
10749059,174.731515,8.257,1179.9,5201.0,0.897,4.447,16.5,297.88464,48.00145,CANDIDATE,kepler
10749128,9.9824036,1.09,83.9,6273.0,1.139,4.364,5.4,297.90045,48.0947,CANDIDATE,kepler
10749128,125.0426,8.99,104.3,6273.0,1.139,4.364,6.4,297.90045,48.0947,FALSE POSITIVE,kepler
1075.01,0.6047392,1.0403847,1027.6833479,4046.0,0.580337,4.60963,1222.5973095,309.971209,-65.449699,CONFIRMED,tess
10751515,56.40651043,18.4332,102290.0,5011.0,0.647,4.617,1597.3,298.52206,48.032921,FALSE POSITIVE,kepler
10751908,4.48538145,2.297,168.1,5654.0,0.737,4.607,8.2,298.60785,48.016022,CANDIDATE,kepler
10753394,288.678554,9.197,242.5,4326.0,0.575,4.667,10.8,298.98932,48.077171,FALSE POSITIVE,kepler
10753734,19.40669392,5.27765,464520.0,5622.0,0.778,4.588,1496.8,299.07828,48.021969,FALSE POSITIVE,kepler
10753922,18.2260472,3.664,361.1,5440.0,0.98,4.444,10.0,299.13177,48.06171,FALSE POSITIVE,kepler
1077.01,1.6062693,1.9561305,16725.3019333,5192.0,0.984326,4.4617,1374.8018137,173.810798,-88.096213,CANDIDATE,tess
10777591,6.10968225,5.735,60.3,6024.0,1.009,4.309,18.6,282.23685,48.154243,CONFIRMED,kepler
10779233,201.118319,10.328,584.8,5646.0,0.954,4.447,34.7,283.11377,48.13139,CONFIRMED,kepler
1078.01,0.5182425,0.8565249,831.8920424,3325.0,0.390989,4.88693,1019.3295979,306.928646,-56.462287,CONFIRMED,tess
10785538,0.522457732,0.8907,143.8,5991.0,0.954,4.459,48.2,286.66568,48.144581,FALSE POSITIVE,kepler
10788461,2.5903958,2.088,330.9,5678.0,1.303,4.215,18.3,288.16251,48.16515,CONFIRMED,kepler
10788461,5.3235335,2.714,342.4,5678.0,1.303,4.215,14.6,288.16251,48.16515,CONFIRMED,kepler
10788461,9.2075634,3.365,1243.1,5678.0,1.303,4.215,43.4,288.16251,48.16515,CONFIRMED,kepler
1079.01,3.1644075,2.0576293,5603.4635466,6519.0,1.7234,4.22068,1747.9490013,283.119492,-55.387928,CANDIDATE,tess
10790387,117.93110803,5.8796,8506.6,6392.0,1.072,4.425,212.5,289.02017,48.119808,CONFIRMED,kepler
10790401,254.336707,8.585,398.4,5193.0,6.502,3.117,11.3,289.0275,48.13792,CANDIDATE,kepler
10793172,5.36375016,2.94,114.3,5553.0,1.098,4.33,14.4,290.20163,48.185822,CONFIRMED,kepler
10793172,7.9788198,2.874,83.8,5553.0,1.098,4.33,8.3,290.20163,48.185822,CANDIDATE,kepler
10793172,12.0999065,3.558,165.5,5553.0,1.098,4.33,15.1,290.20163,48.185822,CONFIRMED,kepler
10793172,18.0811429,4.44,71.2,5693.0,0.856,4.551,5.7,290.20163,48.185822,CANDIDATE,kepler
10793576,10.90752977,2.764,186.0,6414.0,1.147,4.377,11.8,290.34442,48.147308,CANDIDATE,kepler
10794087,7.64970832,6.625,55.4,5855.0,1.613,4.125,28.5,290.55237,48.126263,CONFIRMED,kepler
10794087,12.37679312,3.85,,,,,,290.55237,48.126263,CANDIDATE,kepler
10794242,7.143708297,5.83451,202680.0,5655.0,0.992,4.386,2368.6,290.61478,48.186771,FALSE POSITIVE,kepler
10794405,0.952377862,4.0869,2122.3,5662.0,0.863,4.524,390.8,290.68866,48.1992,FALSE POSITIVE,kepler
10794509,1.428596987,2.1401,50.0,6745.0,2.144,3.901,26.1,290.73431,48.16341,FALSE POSITIVE,kepler
10794974,66.6434565,2.385,277.3,5751.0,1.164,4.339,14.8,290.9227,48.180328,CANDIDATE,kepler
10795103,214.3120439,16.2938,4523.4,6471.0,1.357,4.287,562.8,290.97394,48.178162,CONFIRMED,kepler
10797460,9.48803557,2.9575,615.8,5455.0,0.927,4.467,35.8,291.93423,48.141651,CONFIRMED,kepler
10797460,54.4183827,4.507,874.8,5455.0,0.927,4.467,25.8,291.93423,48.141651,CONFIRMED,kepler
10798331,147.281212,7.375,452.8,5708.0,1.054,4.365,17.3,292.31467,48.140461,CANDIDATE,kepler
10798605,56.048096688,4.04427,53726.0,5222.0,0.78,4.518,1003.7,292.42444,48.159592,FALSE POSITIVE,kepler
10798838,62.127677128,5.25005,37430.0,5344.0,0.807,4.494,990.3,292.52029,48.123531,FALSE POSITIVE,kepler
10799291,270.98477,6.718,13883.0,11068.0,1.555,4.377,10.7,292.70148,48.14328,FALSE POSITIVE,kepler
10799735,37.590298548,4.3855,19939.0,6147.0,1.003,4.463,929.0,292.87616,48.195309,FALSE POSITIVE,kepler
1080.01,3.9652485,1.0112593,3680.7544436,3296.0,0.199988,4.96636,386.6684768,276.368325,-52.214573,CANDIDATE,tess
10801100,102.653705,53.5887,687.3,6711.0,1.698,4.097,82.1,293.41794,48.198849,FALSE POSITIVE,kepler
10801249,1.67495622,2.994,35.9,6323.0,1.263,4.296,15.3,293.4678,48.12608,FALSE POSITIVE,kepler
10801951,1.105123883,3.001,66.7,5883.0,0.959,4.476,20.7,293.76025,48.145248,FALSE POSITIVE,kepler
10802364,583.8531,5.09,491.0,5591.0,0.86,4.559,5.4,293.91037,48.192081,CANDIDATE,kepler
10809677,3.521050679,3.5323,4879.8,5149.0,6.619,3.109,337.2,296.47855,48.14616,FALSE POSITIVE,kepler
10809888,72.782432,3.726,245.8,5099.0,7.317,3.021,8.5,296.5499,48.186661,CANDIDATE,kepler
1081.01,2.98278,3.109528,6136.231662,6027.0,1.23975,4.29978,,282.140409,-40.11177,CANDIDATE,tess
10810838,56.35407916,3.4449,1037.0,4802.0,0.701,4.582,59.4,296.82291,48.107552,CONFIRMED,kepler
10810859,82.401274,6.48,430.7,5886.0,1.0,4.472,10.1,296.82895,48.173279,CANDIDATE,kepler
10811496,19.89913995,1.7822,10829.0,5853.0,0.868,4.544,76.3,297.00482,48.134129,CANDIDATE,kepler
10812504,4.4296786,1.96,,,,,,297.29269,48.11438,FALSE POSITIVE,kepler
10812504,79.9201319,4.482,1326.8,3812.0,0.476,4.767,21.9,297.29269,48.11438,FALSE POSITIVE,kepler
10812541,4.84847245,0.874,554.7,4137.0,0.647,4.625,11.4,297.30438,48.195271,CANDIDATE,kepler
10813078,10.552241908,2.7355,954.0,4031.0,0.585,4.666,12.3,297.45166,48.15691,CANDIDATE,kepler
10813132,4.76702759,2.013,163.4,5629.0,0.937,4.43,14.3,297.46362,48.181412,CONFIRMED,kepler
10813841,6.17039154,2.116,502.9,6137.0,0.963,4.487,19.0,297.66211,48.115898,FALSE POSITIVE,kepler
10815677,1.284241817,1.965,166.5,5849.0,0.919,4.517,13.3,298.17337,48.173611,CANDIDATE,kepler
10815916,1.68207624,1.519,54.7,6495.0,1.311,4.191,11.1,298.23792,48.175758,FALSE POSITIVE,kepler
10816107,2.161583501,4.0537,50163.0,5888.0,1.219,4.167,239.2,298.29193,48.194691,FALSE POSITIVE,kepler
10817600,2.74703312,2.655,152.2,8237.0,3.134,3.753,23.1,298.70694,48.10091,FALSE POSITIVE,kepler
1082.01,16.3469053,3.5865698,2212.4257252,4310.0,0.649613,4.57345,441.7489067,83.275809,-80.815478,CANDIDATE,tess
1083.01,12.9802953,2.5034417,2407.2608671,3614.0,0.491323,4.81257,376.2093904,296.822194,-87.32281,CANDIDATE,tess
10842192,9.33648141,2.5449,885.4,4442.0,0.648,4.619,23.1,281.64774,48.271049,CONFIRMED,kepler
10843203,4.429633087,3.0257,6120.1,5344.0,0.809,4.545,166.3,282.23273,48.271198,FALSE POSITIVE,kepler
10843431,8.7396758,3.866,1431.0,4406.0,0.628,4.643,15.6,282.37042,48.259289,CONFIRMED,kepler
10843431,56.391062,5.7,2042.0,4406.0,0.628,4.643,11.4,282.37042,48.259289,CANDIDATE,kepler
10843590,18.87022157,3.1404,1096.6,5402.0,0.865,4.452,72.7,282.46051,48.257118,CONFIRMED,kepler
10843590,46.9026431,3.9264,821.3,5402.0,0.865,4.452,40.6,282.46051,48.257118,CONFIRMED,kepler
10844823,362.13187,5.59,849.0,5176.0,0.766,4.567,8.2,283.29706,48.266628,CANDIDATE,kepler
10844890,8.29482811,2.7437,559.5,5773.0,0.939,4.478,38.1,283.34427,48.223911,CANDIDATE,kepler
10845188,249.36211832,8.3559,35830.0,5940.0,1.02,4.352,846.1,283.55252,48.222939,FALSE POSITIVE,kepler
10847721,199.21638,9.23,62.5,8914.0,2.867,3.896,10.6,285.13657,48.257301,FALSE POSITIVE,kepler
10847907,0.535493486,2.57,54.0,6328.0,1.864,4.035,5.1,285.25192,48.286209,FALSE POSITIVE,kepler
10848097,15.9474242,1.127,191.7,5472.0,0.877,4.44,6.5,285.35583,48.221489,CANDIDATE,kepler
10848459,1.736952453,2.40641,8079.2,5805.0,0.791,4.564,505.6,285.53461,48.28521,FALSE POSITIVE,kepler
10849244,24.261683827,7.1617,192280.0,6151.0,0.983,4.473,5083.9,285.97827,48.225491,FALSE POSITIVE,kepler
10850327,440.171272,12.217,783.5,6261.0,1.679,4.001,38.0,286.59122,48.220268,CANDIDATE,kepler
10854546,2.168451063,1.458,466.9,6153.0,1.109,4.382,45.5,288.74994,48.277168,CONFIRMED,kepler
10854555,2.525591777,1.6545,603.3,6031.0,1.046,4.438,40.9,288.75488,48.2262,CONFIRMED,kepler
10854768,10.1171684,4.6677,288.7,6306.0,1.792,4.077,50.6,288.85529,48.208542,CONFIRMED,kepler
10855545,37.537859,6.513,269.0,6095.0,1.082,4.429,8.2,289.21732,48.204311,CANDIDATE,kepler
10857342,2.415925551,9.7769,560970.0,8796.0,3.278,3.711,1598.3,290.01151,48.244202,FALSE POSITIVE,kepler
10857519,2.053341891,2.596,65.5,6084.0,1.358,4.204,23.2,290.10196,48.251141,CONFIRMED,kepler
10857589,32.532521502,13.3991,83468.0,5845.0,0.838,4.558,1595.1,290.13074,48.289848,FALSE POSITIVE,kepler
10858504,474.96952,4.58,595.0,6287.0,0.962,4.473,6.4,290.57974,48.214218,CANDIDATE,kepler
10858691,1.796320953,1.9139,210.9,5576.0,0.829,4.503,22.1,290.67615,48.294289,CONFIRMED,kepler
10858691,3.468073,2.361,243.9,5576.0,0.829,4.503,20.6,290.67615,48.294289,CONFIRMED,kepler
10858691,5.9142668,2.661,253.2,5576.0,0.829,4.503,17.4,290.67615,48.294289,CONFIRMED,kepler
10858691,29.2214959,4.014,394.0,5576.0,0.829,4.503,14.6,290.67615,48.294289,CONFIRMED,kepler
10858737,0.952378454,3.892,43.8,6963.0,1.375,4.25,17.4,290.70651,48.226559,FALSE POSITIVE,kepler
10858785,0.952371227,3.926,352.5,6086.0,0.921,4.511,42.6,290.72519,48.210411,FALSE POSITIVE,kepler
10858803,0.952374508,3.006,204.8,4754.0,0.821,4.508,33.0,290.73364,48.207378,FALSE POSITIVE,kepler
10858832,5.263415218,2.1446,1030.7,6099.0,1.028,4.456,117.0,290.74768,48.242008,CONFIRMED,kepler
1086.01,3.7178828,5.5277827,4864.8405125,5818.0,2.0840001,4.33787,1689.4116185,305.56982,-88.568495,CANDIDATE,tess
10861608,174.95980475,5.23,,,,,,291.97382,48.26231,FALSE POSITIVE,kepler
10861715,133.516435,2.196,510.0,5989.0,0.848,4.553,6.5,292.02341,48.226959,FALSE POSITIVE,kepler
10862284,9.1447861,5.422,268.8,5849.0,0.919,4.517,14.9,292.28278,48.256672,FALSE POSITIVE,kepler
10862759,29.4856392,4.27,105.0,6870.0,1.407,4.266,9.3,292.48358,48.275219,CANDIDATE,kepler
10863608,8.07127043,2.393,318.2,5766.0,0.853,4.517,16.9,292.83215,48.21936,CONFIRMED,kepler
10864531,34.0607677,2.471,818.9,5910.0,0.94,4.505,20.5,293.23022,48.281368,CONFIRMED,kepler
10864531,83.4887405,6.21,955.4,5910.0,0.94,4.505,24.7,293.23022,48.281368,CONFIRMED,kepler
10864656,52.5008645,14.9066,946.7,4976.0,4.157,3.331,116.2,293.2822,48.2859,CONFIRMED,kepler
10865043,202.18722766,2.77,,,,,,293.45459,48.227852,CANDIDATE,kepler
10866969,50.0122,3.426,210.4,5357.0,0.814,4.503,8.3,294.20096,48.250061,CANDIDATE,kepler
10867017,0.876941133,1.296,73.5,6018.0,0.975,4.485,12.3,294.21442,48.258179,FALSE POSITIVE,kepler
10867062,34.2966363,19.718,696.6,5490.0,1.167,4.263,66.7,294.23007,48.204479,CANDIDATE,kepler
1087.01,9.30992,3.464,2220.0,6907.0,3.09,3.63,1067.0,238.001011,-76.49349,FALSE POSITIVE,tess
10872983,2.56658897,2.429,226.5,6046.0,0.972,4.486,15.0,296.28613,48.22467,CONFIRMED,kepler
10872983,4.13443512,3.1402,686.0,6046.0,0.972,4.486,40.2,296.28613,48.22467,CONFIRMED,kepler
10872983,11.09432054,4.5945,1517.5,6046.0,0.972,4.486,66.5,296.28613,48.22467,CONFIRMED,kepler
10873178,4.82025124,2.129,94.1,6035.0,0.777,4.591,8.5,296.3609,48.213001,CANDIDATE,kepler
10873260,5.852968845,4.5973,1146.5,6050.0,1.013,4.45,152.4,296.38553,48.233452,CONFIRMED,kepler
10874215,31.0325991,3.476,737.4,5841.0,0.931,4.52,17.6,296.71274,48.272308,CONFIRMED,kepler
10874226,11.973605044,4.3117,3822.9,6146.0,0.943,4.497,172.9,296.71634,48.211262,FALSE POSITIVE,kepler
10874614,3.234699282,3.59385,10559.0,5640.0,1.291,4.236,3003.8,296.83725,48.239944,CONFIRMED,kepler
10874926,11.703109303,2.0467,4201.0,6014.0,0.958,4.494,126.6,296.93268,48.266491,FALSE POSITIVE,kepler
10875007,9.54699216,5.063,143.0,6274.0,1.232,4.357,17.4,296.9621,48.25639,CANDIDATE,kepler
10875007,14.708641,5.394,130.6,6274.0,1.232,4.357,12.8,296.9621,48.25639,CANDIDATE,kepler
10875245,3.180027898,3.5797,120.3,5847.0,1.402,4.191,50.4,297.02826,48.208611,CONFIRMED,kepler
10875245,4.90144976,4.1654,140.7,5847.0,1.402,4.191,50.6,297.02826,48.208611,CONFIRMED,kepler
10875245,7.95825328,4.377,50.0,5847.0,1.402,4.191,14.7,297.02826,48.208611,CONFIRMED,kepler
10875245,14.74914825,6.0995,430.2,5847.0,1.402,4.191,107.4,297.02826,48.208611,CONFIRMED,kepler
10875937,307.94735718,15.0,11296.0,4878.0,4.461,3.08,16.5,297.23099,48.223919,FALSE POSITIVE,kepler
10876237,1.465943491,1.513,52.3,6230.0,2.19,3.847,15.8,297.3176,48.239368,FALSE POSITIVE,kepler
10877024,0.786483923,7.035,233.3,6315.0,1.282,4.258,104.2,297.56628,48.288342,FALSE POSITIVE,kepler
10878117,280.92070688,3.48,,,,,,297.9147,48.224411,CANDIDATE,kepler
10878263,4.699652821,2.553,351.4,5497.0,0.941,4.437,41.6,297.96155,48.244362,CONFIRMED,kepler
10878263,7.170710381,2.9225,863.3,5497.0,0.941,4.437,89.3,297.96155,48.244362,CONFIRMED,kepler
10879038,4.8538404,3.198,196.4,5778.0,0.968,4.483,15.4,298.20071,48.267841,CONFIRMED,kepler
10879208,0.668483615,2.0909,2899.8,5546.0,0.81,4.575,161.2,298.25803,48.217361,FALSE POSITIVE,kepler
10879213,0.668483494,2.4129,722770.0,5780.0,1.0,4.438,334.3,298.25992,48.218964,FALSE POSITIVE,kepler
10879247,432.074696,4.763,1088.0,5183.0,0.739,4.608,7.6,298.26733,48.207458,FALSE POSITIVE,kepler
10879656,0.364860478,1.4736,112.6,5220.0,0.642,4.622,23.5,298.39774,48.212318,FALSE POSITIVE,kepler
10879899,169.415073,3.884,239.9,6362.0,1.378,4.238,9.8,298.47745,48.222031,CANDIDATE,kepler
10880007,86.79876649,2.99,,,,,,298.50989,48.240139,FALSE POSITIVE,kepler
10880507,6.4802138,3.27,142.0,5496.0,0.983,4.417,13.7,298.66235,48.24876,CONFIRMED,kepler
10881457,84.704139,10.393,655.7,6085.0,1.634,4.115,17.0,298.95914,48.25782,CONFIRMED,kepler
1089.01,4.73703,3.902,2410.0,11600.0,2.48,4.13,4243.0,228.84306,-52.885989,FALSE POSITIVE,tess
1090.01,2.19296,4.586,4933.74,7009.8,2.95,3.6,3722.0,242.016315,-68.588832,FALSE POSITIVE,tess
10904004,4.64490141,2.456,106.4,4786.0,0.77,4.54,11.7,282.34305,48.340778,CANDIDATE,kepler
10904857,3.120828136,2.1878,16456.0,6122.0,0.996,4.471,113.5,282.96616,48.34507,CONFIRMED,kepler
10905239,3.487688776,3.83661,1298.8,5576.0,1.593,4.065,350.6,283.25549,48.355232,CONFIRMED,kepler
10905239,6.02977241,3.961,54.6,5576.0,1.593,4.065,11.5,283.25549,48.355232,CONFIRMED,kepler
10905641,460.77905,15.541,239.3,6126.0,2.717,3.731,12.7,283.54834,48.388931,FALSE POSITIVE,kepler
10905746,9.8786461,1.8915,1472.7,3609.0,0.422,4.843,49.2,283.62885,48.391003,CONFIRMED,kepler
10905911,1.34155642,1.6462,58.2,5779.0,0.97,4.44,23.7,283.74582,48.373432,CONFIRMED,kepler
10907132,5.89089509,2.402,267.7,5869.0,0.942,4.513,11.7,284.6134,48.37347,CANDIDATE,kepler
10907307,277.25118,8.742,1517.4,6046.0,1.048,4.357,15.3,284.74127,48.34367,CANDIDATE,kepler
10908248,39.859505,7.987,155.5,5675.0,1.292,4.209,13.9,285.34695,48.312248,CONFIRMED,kepler
10909127,3.17059731,1.6686,325.4,5431.0,0.843,4.563,20.1,285.89923,48.307301,CONFIRMED,kepler
10909274,39.238141571,6.07183,439210.0,6599.0,1.234,4.35,969.3,285.97623,48.320782,FALSE POSITIVE,kepler
1091.01,1.725841,3.674,2710.0,7348.0,2.39,3.9,4175.0,222.101134,-56.025931,CANDIDATE,tess
10910878,6.252962249,2.5819,1036.9,5031.0,0.848,4.485,47.1,286.99948,48.37579,CONFIRMED,kepler
10910878,16.06864674,3.5347,4914.3,5031.0,0.848,4.485,161.9,286.99948,48.37579,CONFIRMED,kepler
10910878,41.19725502,4.6297,2213.9,5031.0,0.848,4.485,51.2,286.99948,48.37579,CONFIRMED,kepler
10916600,4.02664625,3.771,30.0,6187.0,1.238,4.341,8.9,290.02591,48.335949,CANDIDATE,kepler
10916600,5.57654782,3.673,53.6,6187.0,1.238,4.341,13.2,290.02591,48.335949,CONFIRMED,kepler
10917043,205.385912,8.681,1248.7,4400.0,0.624,4.659,24.3,290.25385,48.360821,CANDIDATE,kepler
10917433,6.91261536,2.359,34.4,5761.0,1.044,4.383,12.0,290.46509,48.332249,CANDIDATE,kepler
10917681,12.89623554,2.625,426.6,6072.0,0.923,4.51,32.9,290.60745,48.357182,CANDIDATE,kepler
1092.01,1.1923,3.119,3730.0,6534.0,2.04,3.95,3958.0,217.022882,-64.634285,FALSE POSITIVE,tess
10920086,3.21318517,15.47,2046.1,6712.0,1.513,4.159,662.9,291.85208,48.319561,FALSE POSITIVE,kepler
10920281,3.65034525,1.527,253.2,3704.0,0.45,4.797,6.0,291.94415,48.351791,CANDIDATE,kepler
10920420,0.9438885,2.592,35.8,6947.0,2.297,3.895,8.3,292.00674,48.306309,FALSE POSITIVE,kepler
